album	artist	time	track
Closing Time	Tom Waits	2016-12-06 06:29:00	I Hope That I Don't Fall In Love With You
Brother To Brother	Gino Vannelli	2016-12-06 06:33:00	I Just Wanna Stop
Flowing Rivers	Andy Gibb	2016-12-06 06:36:00	I Just Want To Be Your Everything
Exile On Main Street	The Rolling Stones	2016-12-06 06:43:00	I Just Want To See His Face
Lucinda Williams	Lucinda Williams	2016-12-06 06:45:00	I Just Wanted To See You So Bad
Pet Sounds	The Beach Boys	2016-12-06 06:48:00	I Just Wasn't Made For These Times
The Scepter Records Story	Chuck Jackson	2016-12-06 06:54:00	I Keep Forgettin'
If That's What It Takes	Michael McDonald	2016-12-06 06:57:00	I Keep Forgettin'
Jill Sobule	Jill Sobule	2016-12-06 07:01:00	I Kissed a Girl
Give It Up	Bonnie Raitt	2016-12-06 07:13:00	I Know
Street Survivors	Lynyrd Skynyrd	2016-12-06 07:23:00	I Know A Little
Small Town Heroes	Hurray For The Riff Raff	2016-12-06 07:26:00	I Know It's Wrong (But That's Alright)
Pet Sounds	The Beach Boys	2016-12-06 07:29:00	I Know There's An Answer
Wasn't Tomorrow Wonderful	The Waitresses	2016-12-06 07:32:00	I Know What Boys Like
Selling England By The Pound	Genesis	2016-12-06 07:35:00	I Know What I Like
Var - James Brown's Funky People, Pt. 2	Bobby Byrd	2016-12-06 07:42:00	I Know You Got Soul
Tony Bennett: All-time Greatest Hits	Tony Bennett	2016-12-06 07:53:00	I Left My Heart In San Francisco
Sonia Dada	Sonia Dada	2016-12-06 08:00:00	I Live Alone
Songs Of The Free	Gang Of Four	2016-12-06 08:09:00	I Love A Man In Uniform
Family Reunion	The O'Jays	2016-12-06 08:14:00	I Love Music
The Best Of Thomas Dolby	Thomas Dolby	2016-12-06 08:26:00	I Love You Goodbye
New Sensations	Lou Reed	2016-12-06 08:40:00	I Love You Suzanne
Anthology	Nina Simone	2016-12-06 08:44:00	I Loves You Porgy
Let It Be	The Beatles	2016-12-06 08:48:00	I Me Mine
After The Snow	Modern English	2016-12-06 08:53:00	I Melt With You
Nouvelle Vague	Nouvelle Vague	2016-12-06 08:57:00	I Melt With You
The Whole Love	Wilco	2016-12-06 09:02:00	I Might
Lovers In The City	Tanita Tikaram	2016-12-06 09:05:00	I Might Be Crying
Amnesiac	Radiohead	2016-12-06 09:09:00	I Might Be Wrong
Rumour And Sigh	Richard Thompson	2016-12-06 09:16:00	I Misunderstood
A.M.	Wilco	2016-12-06 09:20:00	I Must Be High
Radio	LL Cool J	2016-12-06 09:23:00	I Need A Beat
I Need A Dollar (How To Make It In America) - EP	Aloe Blacc	2016-12-06 09:27:00	I Need A Dollar (How To Make It In America)
Shakedown Street	Grateful Dead	2016-12-06 09:37:00	I Need A Miracle
Bad	LL Cool J	2016-12-06 09:41:00	I Need Love
The Acoustic Motorbike	Luka Bloom	2016-12-06 09:46:00	I Need Love
Help!	The Beatles	2016-12-06 10:03:00	I Need You
Make Do With What You Got	Solomon Burke	2016-12-06 10:05:00	I Need Your Love In My Life
I Never Loved A Man The Way I Love You	Aretha Franklin	2016-12-06 10:10:00	I Never Loved a Man (The Way I Love You)
Flamingo Serenade	The Flamingos	2016-12-06 10:13:00	I Only Have Eyes For You
(single)	Dusty Springfield	2016-12-06 10:17:00	I Only Want To Be With You
Two Steps From The Blues	"Bobby ""Blue"" Bland"	2016-12-06 10:19:00	I Pity The Fool
Voodoo Jive: The Best Of Screamin' Jay Hawkins	Screamin' Jay Hawkins	2016-12-06 10:22:00	I Put A Spell On You
A Flock Of Seagulls	A Flock Of Seagulls	2016-12-06 10:24:00	I Ran (So Far Away)
I Robot	The Alan Parsons Project	2016-12-06 10:28:00	I Robot
Something/Anything?	Todd Rundgren	2016-12-06 10:34:00	I Saw the Light
The Windows Of The World	Dionne Warwick	2016-12-06 10:38:00	I Say A Little Prayer
The Phosphorescent Rat	Hot Tuna	2016-12-06 10:51:00	I See The Light
Music From Big Pink	The Band	2016-12-06 10:55:00	I Shall Be Released
461 Ocean Boulevard	Eric Clapton	2016-12-06 11:06:00	I Shot The Sheriff
A Hard Day's Night	The Beatles	2016-12-06 11:12:00	I Should Have Known Better
Idea	Bee Gees	2016-12-06 11:14:00	I Started A Joke
The Joshua Tree	U2	2016-12-06 11:17:00	I Still Haven't Found What I'm Looking For
At Folsom Prison	Johnny Cash	2016-12-06 11:22:00	I Still Miss Someone
In The Court Of The Crimson King	King Crimson	2016-12-06 11:24:00	I Talk To The Wind
The Glow	Bonnie Raitt	2016-12-06 11:31:00	I Thank You
Deguello	ZZ Top	2016-12-06 11:37:00	I Thank You
Randy Newman	Randy Newman	2016-12-06 11:41:00	I Think It's Going To Rain Today
Treat Her Right	Treat Her Right	2016-12-06 11:44:00	I Think She Likes Me
For Everyman	Jackson Browne	2016-12-06 11:51:00	I Thought I Was A Child
Divinyls	Divinyls	2016-12-06 11:55:00	I Touch Myself
On How Life Is	Macy Gray	2016-12-06 11:59:00	I Try
Gimme Fiction	Spoon	2016-12-06 12:03:00	I Turn My Camera On
Privateering	Mark Knopfler	2016-12-06 12:07:00	I Used To Could
Gris-gris	Dr. John	2016-12-06 12:13:00	I Walk On Gilded Splinters
I Walk The Line	Johnny Cash	2016-12-06 12:20:00	I Walk The Line
The Stone Roses	The Stone Roses	2016-12-06 12:30:00	I Wanna Be Adored
Road To Ruin	The Ramones	2016-12-06 12:34:00	I Wanna Be Sedated
Capitol Collector's Series	The Raspberries	2016-12-06 12:37:00	I Wanna Be With You
Prince	Prince	2016-12-06 12:40:00	I Wanna Be Your Lover
Underwater Moonlight	The Soft Boys	2016-12-06 12:43:00	I Wanna Destroy You
The River	Bruce Springsteen	2016-12-06 12:46:00	I Wanna Marry You
Bellybutton	Jellyfish	2016-12-06 12:50:00	I Wanna Stay Home
Last Of The Mohicans	Bow Wow Wow	2016-12-06 12:55:00	I Want Candy
Sloopy: The Songs Of Bert Berns	The Strangeloves	2016-12-06 12:57:00	I Want Candy
Past Masters, Volume 1	The Beatles	2016-12-06 13:00:00	I Want To Hold Your Hand
I Want To See The Bright Lights Tonight	Richard Thompson	2016-12-06 13:03:00	I Want To See The Bright Lights Tonight
Time (The Revelator)	Gillian Welch	2016-12-06 13:06:00	I Want To Sing That Rock And Roll
Revolver	The Beatles	2016-12-06 13:15:00	I Want To Tell You
Blonde On Blonde	Bob Dylan	2016-12-06 13:18:00	I Want You
Abbey Road	The Beatles	2016-12-06 13:21:00	I Want You (She's So Heavy)
Stoneage Romeos	Hoodoo Gurus	2016-12-06 13:30:00	I Want You Back
Jackson Five's Greatest Hits	Jackson 5	2016-12-06 13:33:00	I Want You Back
At Yankee Stadium	NRBQ	2016-12-06 13:36:00	I Want You Bad
Live At Budukon	Cheap Trick	2016-12-06 13:41:00	I Want You To Want Me
Return To Cookie Mountain	TV On The Radio	2016-12-06 13:44:00	I Was A Lover
I Was Made To Love Her	Stevie Wonder	2016-12-06 13:49:00	I Was Made To Love Her
Let It Be	The Replacements	2016-12-06 13:52:00	I Will Dare
Boy	U2	2016-12-06 13:56:00	I Will Follow
Narrow Stairs	Death Cab For Cutie	2016-12-06 14:00:00	I Will Possess Your Heart
Fashion Nugget	Cake	2016-12-06 14:09:00	I Will Survive
20th Century Masters - The Millennium Collection	Gloria Gaynor	2016-12-06 14:13:00	I Will Survive
Songs In The Key of Life	Stevie Wonder	2016-12-06 14:22:00	I Wish
Anthology	The Temptations	2016-12-06 14:27:00	I Wish It Would Rain
Full Moon Fever	Tom Petty	2016-12-06 14:29:00	I Won't Back Down
I Robot	The Alan Parsons Project	2016-12-06 14:36:00	I Wouldn't Want To Be Like You
Fear Of Music	Talking Heads	2016-12-06 14:40:00	I Zimbra
The Nightfly	Donald Fagen	2016-12-06 14:43:00	I.G.Y.
Gloss Drop	Battles	2016-12-06 14:54:00	Ice Cream
Icehouse	Icehouse	2016-12-06 14:59:00	Icehouse
All Things Must Pass	George Harrison	2016-12-06 15:03:00	I'd Have You Anytime
A Space In Time	Ten Years After	2016-12-06 15:06:00	I'd Love To Change The World
The Essential Disc 2	Etta James	2016-12-06 15:10:00	I'd Rather Go Blind
Tomorrow The Green Grass	The Jayhawks	2016-12-06 15:13:00	I'd Run Away
Leavin' It All Behind	The Grass Roots	2016-12-06 15:17:00	I'd Wait A Million Years
Blood On The Tracks	Bob Dylan	2016-12-06 15:20:00	Idiot Wind
Anything Anytime Anywhere	Bruce Cockburn	2016-12-06 15:27:00	If A Tree Falls
Copper Blue	Sugar	2016-12-06 15:34:00	If I Can't Change Your Mind
Argybargy	Squeeze	2016-12-06 15:40:00	If I Didn't Love You
Ten Summoner's Tales	Sting	2016-12-06 15:44:00	If I Ever Lose My Faith In You
A Hard Day's Night	The Beatles	2016-12-06 15:48:00	If I Fell
Gordon	Barenaked Ladies	2016-12-06 15:50:00	If I Had $1,000,000
Pontiac	Lyle Lovett	2016-12-06 15:56:00	If I Had A Boat
If I Had A Hammer: Songs Of Hope And Struggle	Pete Seeger	2016-12-06 16:00:00	If I Had A Hammer (the Hammer Song)
Waiting For A Miracle	Bruce Cockburn	2016-12-06 16:01:00	If I Had A Rocket Launcher
If I Loved You (single)	Delta Rae	2016-12-06 16:15:00	If I Loved You
Rubber Soul	The Beatles	2016-12-06 16:18:00	If I Needed Someone
Lucky Town	Bruce Springsteen	2016-12-06 16:21:00	If I Should Fall Behind
Nothing Is Wrong	Dawes	2016-12-06 16:23:00	If I Wanted Someone
Hang On To A Dream	Tim Hardin	2016-12-06 16:28:00	If I Were A Carpenter
Sheryl Crow	Sheryl Crow	2016-12-06 16:33:00	If It Makes You Happy
New Morning	Bob Dylan	2016-12-06 16:39:00	If Not For You
All Things Must Pass	George Harrison	2016-12-06 16:41:00	If Not For You
Plantation Lullabies	Me'shell Ndegeocello	2016-12-06 16:46:00	If That's Your Boyfriend (He Wasn't Last Night)
Citizen Cope	Citizen Cope	2016-12-06 16:50:00	If There's Love
It's Only Rock 'n' Roll	The Rolling Stones	2016-12-06 16:56:00	If You Can't Rock Me
5	Lenny Kravitz	2016-12-06 17:00:00	If You Can't Say No
Sit Down Young Stranger	Gordon Lightfoot	2016-12-06 17:04:00	If You Could Read My Mind
The Dream Of The Blue Turtles	Sting	2016-12-06 17:17:00	If You Love Somebody
Chicago X	Chicago	2016-12-06 17:21:00	If You Leave Me Now
Where I'm Coming From	Stevie Wonder	2016-12-06 17:25:00	If You Really Love Me
One On One	Cheap Trick	2016-12-06 17:40:00	If You Want My Love
Ozark Mountain Daredevils	Ozark Mountain Daredevils	2016-12-06 17:46:00	If You Want To Get To Heaven
The Best Of The Staple Singers	The Staple Singers	2016-12-06 17:49:00	If You're Ready (Come Go With Me)
Gumbo	Dr. John	2016-12-06 17:55:00	Iko Iko
The Best of The Intruders	The Intruders	2016-12-06 18:00:00	I'll Always Love My Mama
Pure Soul Power	The Spinners	2016-12-06 18:06:00	I'll Be Around
Boz Scaggs	Boz Scaggs	2016-12-06 18:12:00	I'll Be Long Gone
Third Album	Jackson 5	2016-12-06 18:16:00	I'll Be There
Don't Tell A Soul	The Replacements	2016-12-06 18:19:00	I'll Be You
John Wesley Harding	Bob Dylan	2016-12-06 18:23:00	I'll Be Your Baby Tonight
No Line On The Horizon	U2	2016-12-06 18:28:00	I'll Go Crazy If I Don't Go Crazy Tonight
Dionne Warwick's Greatest Hits	Dionne Warwick	2016-12-06 18:34:00	I'll Never Fall In Love Again
Warren Zevon	Warren Zevon	2016-12-06 18:37:00	I'll Sleep When I'm Dead
Be Altitude: Respect Yourself	The Staple Singers	2016-12-06 18:40:00	I'll Take You There
John Prine	John Prine	2016-12-06 18:44:00	Illegal Smile
More Of The Monkees	The Monkees	2016-12-06 18:48:00	I'm A Believer
Just Can't Get Enough: New Wave Hits Of The 80's Vol.1	Tin Huey	2016-12-06 18:51:00	I'm A Believer
Beatles For Sale	The Beatles	2016-12-06 18:55:00	I'm A Loser
Jimmy Reed At Carnegie Hall	Jimmy Reed	2016-12-06 18:58:00	I'm A Love You
The Chicago Transit Authority	Chicago Transit Authority	2016-12-06 19:00:00	I'm A Man
Greatest Hits	The Spencer Davis Group	2016-12-06 19:08:00	I'm A Man
Wilson Pickett's Greatest Hits	Wilson Pickett	2016-12-06 19:10:00	I'm A Midnight Mover
The River	Bruce Springsteen	2016-12-06 19:14:00	I'm A Rocker
I'm Alive	Jackson Browne	2016-12-06 19:17:00	I'm Alive
Time Stand Still	The Hooters	2016-12-06 19:22:00	I'm Alive
Bittersweet	Kim Richey	2016-12-06 19:27:00	I'm Alright
Evil Urges	My Morning Jacket	2016-12-06 19:31:00	I'm Amazed
Diana	Diana Ross	2016-12-06 19:41:00	I'm Coming Out
Plantation Lullabies	Me'shell Ndegeocello	2016-12-06 19:46:00	I'm Diggin' You (Like An Old Soul Record)
I'm Doin' Fine Now	New York City	2016-12-06 19:50:00	I'm Doin' Fine Now
Past Masters,Vol. 1	The Beatles	2016-12-06 19:54:00	I'm Down
Love It To Death	Alice Cooper	2016-12-06 19:57:00	I'm Eighteen
Lovegod	Soup Dragons	2016-12-06 20:00:00	I'm Free
December's Children (And Everybody's)	The Rolling Stones	2016-12-06 20:04:00	I'm Free
Tommy	The Who	2016-12-06 20:06:00	I'm Free
Jack's Crows	John Gorka	2016-12-06 20:10:00	I'm From New Jersey
Home Again	Michael Kiwanuka	2016-12-06 20:13:00	I'm Getting Ready
Woodstock	Ten Years After	2016-12-06 20:15:00	I'm Going Home
Let's Play Fats Domino	Fats Domino	2016-12-06 20:26:00	I'm Gonna Be A Wheel Someday
SMiLE	The Jayhawks	2016-12-06 20:28:00	I'm Gonna Make You Love Me
The Temptations Anthology	The Temptations	2016-12-06 20:31:00	I'm Gonna Make You Love Me
You Gotta Sin To Get Saved	Maria McKee	2016-12-06 20:36:00	I'm Gonna Soothe You
A Hard Day's Night	The Beatles	2016-12-06 20:39:00	I'm Happy Just To Dance With You
A Night At The Opera	Queen	2016-12-06 20:41:00	I'm In Love With My Car
His Best Chess Sides	John Lee Hooker	2016-12-06 20:44:00	I'm In The Mood
Seventh Soujourn	The Moody Blues	2016-12-06 20:48:00	I'm Just A Singer (in A Rock And Roll Band)
Rubber Soul	The Beatles	2016-12-06 20:52:00	I'm Looking Through You
Double Fantasy	John Lennon	2016-12-06 20:56:00	I'm Losing You
Walk Under Ladders	Joan Armatrading	2016-12-06 21:00:00	I'm Lucky
The Original Soundtrack	10cc	2016-12-06 21:03:00	I'm Not In Love
Partie Traumatic	Black Kids	2016-12-06 21:11:00	I'm Not Gonna Teach Your Boyfriend How To Dance With You
The Raw And The Cooked	Fine Young Cannibals	2016-12-06 21:14:00	I'm Not The Man I Used To Be
In The Lonely Hour	Sam Smith	2016-12-06 21:18:00	I'm Not The Only One
Born In The USA	Bruce Springsteen	2016-12-06 21:22:00	I'm On Fire
Sincerely	Dwight Twilley Band	2016-12-06 21:25:00	I'm On Fire
Revolver	The Beatles	2016-12-06 21:29:00	I'm Only Sleeping
I'm Ready	Muddy Waters	2016-12-06 21:32:00	I'm Ready
Var-king Sampler	Little Willie John	2016-12-06 21:36:00	I'm Shakin'
The Blasters	The Blasters	2016-12-06 21:38:00	I'm Shakin'
Fresh Cream	Cream	2016-12-06 21:42:00	I'm So Glad
The Ultimate Hank Williams Collection	Hank Williams	2016-12-06 21:45:00	I'm So Lonesome I Could Cry
The Beatles	The Beatles	2016-12-06 21:49:00	I'm So Tired
I'm Still In Love With You	Al Green	2016-12-06 21:51:00	I'm Still In Love With You
I'm The Man	Joe Jackson	2016-12-06 21:55:00	I'm The Man
Wasp Star (apple Venus - Volume 2)	XTC	2016-12-06 21:59:00	I'm The Man Who Murdered Love
Years Of Refusal	Morrissey	2016-12-06 22:03:00	I'm Throwing My Arms Around Paris
From The Cradle	Eric Clapton	2016-12-06 22:05:00	I'm Tore Down
Hide Away - The Best Of Freddie King	Freddie King	2016-12-06 22:08:00	I'm Tore Down
Here Stands Fats Domino	Fats Domino	2016-12-06 22:17:00	I'm Walkin'
Fear Fun	Father John Misty	2016-12-06 22:20:00	I'm Writing a Novel
Closer To Home	Grand Funk Railroad	2016-12-06 22:29:00	I'm Your Captain
I'm Your Man	Leonard Cohen	2016-12-06 22:39:00	I'm Your Man
Imagine	John Lennon	2016-12-06 22:44:00	Imagine
Reveal	R. E. M.	2016-12-06 22:47:00	Imitation Of Life
Led Zeppelin Iii	Led Zeppelin	2016-12-06 22:51:00	Immigrant Song
Sky Blue Sky	Wilco	2016-12-06 22:54:00	Impossible Germany
The Crossing	Big Country	2016-12-06 23:00:00	In A Big Country
In-a-gadda-da-vida	Iron Butterfly	2016-12-06 23:05:00	In
All That You Can't Leave Behind	U2	2016-12-06 23:23:00	In A Little While
Head On The Door	The Cure	2016-12-06 23:27:00	In Between Days
Nevermind	Nirvana	2016-12-06 23:30:00	In Bloom
In Dreams	Roy Orbison	2016-12-06 23:34:00	In Dreams
The Hissing Of Summer Lawns	Joni Mitchell	2016-12-06 23:38:00	In France They Kiss On Main Street
Idlewild South	The Allman Brothers	2016-12-06 23:42:00	In Memory Of Elizabeth Reed
Rubber Soul	The Beatles	2016-12-06 23:50:00	In My Life
A Rush of Blood to the Head	Coldplay	2016-12-06 23:52:00	In My Place
Good Vibrations: Thirty Years Of The Beach Boys	The Beach Boys	2016-12-06 23:58:00	In My Room
The Ride	Los Lobos	2016-12-06 00:00:00	Hurry Tomorrow
American Iv: The Man Comes Around	Johnny Cash	2016-12-06 00:04:00	Hurt
Shades Of Deep Purple	Deep Purple	2016-12-06 00:08:00	Hush
Post	Bjork	2016-12-06 00:13:00	Hyper Ballad
Mystery To Me	Fleetwood Mac	2016-12-06 00:18:00	Hypnotized
I Against I	Bad Brains	2016-12-06 00:22:00	I Against I
Hotter Than July	Stevie Wonder	2016-12-06 00:25:00	I Ain't Gonna Stand For It
Crossroads	The Yardbirds	2016-12-06 00:30:00	I Ain't Got You
Ain't Living Long Like This	Rodney Crowell	2016-12-06 00:32:00	I Ain't Living Long Like This
I Ain't Marching Anymore	Phil Ochs	2016-12-06 00:37:00	I Ain't Marching Anymore
The American Dream	The American Dream	2016-12-06 00:39:00	I Ain't Searchin
Truth	Jeff Beck	2016-12-06 00:44:00	I Ain't Superstitious
I Am The Blues	Willie Dixon	2016-12-06 00:49:00	I Ain't Superstitious
His Best	Howlin' Wolf	2016-12-06 00:53:00	I Ain't Superstitious
Throwing Copper	Live	2016-12-06 00:56:00	I Alone
Retrospective	Buffalo Springfield	2016-12-06 01:00:00	I Am A Child
O Brother Where Art Thou (soundtrack)	Soggy Bottom Boys	2016-12-06 01:02:00	I Am A Man Of Constant Sorrow
Harbinger	Paula Cole	2016-12-06 01:08:00	I Am So Ordinary
I Am The Cosmos	Chris Bell	2016-12-06 01:13:00	I Am The Cosmos
Magical Mystery Tour	The Beatles	2016-12-06 01:16:00	I Am The Walrus
Yankee Hotel Foxtrot	Wilco	2016-12-06 01:24:00	I Am Trying To Break Your Heart
I And Love And You	The Avett Brothers	2016-12-06 01:31:00	I And Love and You
In The Right Place	Dr. John	2016-12-06 01:36:00	I Been Hoodood
Permission To Land	The Darkness	2016-12-06 01:39:00	I Believe In A Thing Called Love
After The Gold Rush	Neil Young	2016-12-06 01:43:00	I Believe In You
Whatever People Say I Am, That's What I'm Not	Arctic Monkeys	2016-12-06 01:46:00	I Bet You Look Good On The Dancefloor
The Phosphorescent Blues	Punch Brothers	2016-12-06 01:49:00	I Blew It Off
Past Masters, Vol. 1	The Beatles	2016-12-06 01:52:00	I Call Your Name
I Came To Dance	Nils Lofgren	2016-12-06 01:54:00	I Came To Dance
I've Got My Own Album To Do	Ron Wood	2016-12-06 01:59:00	I Can Feel The Fire
I Can Help	Billy Swan	2016-12-06 02:04:00	I Can Help
Var-soul Hits Of The 70's Vol.9	Johnny Nash	2016-12-06 02:07:00	I Can See Clearly Now
The Who Sell Out	The Who	2016-12-06 02:09:00	I Can See For Miles
Hard Again	Muddy Waters	2016-12-06 02:14:00	I Can't Be Satisfied
14 Greatest Hits	Al Green	2016-12-06 02:20:00	I Can't Get Next To You
Anthology Disc Two	The Temptations	2016-12-06 02:23:00	I Can't Get Next To You
Blackstar	David Bowie	2016-12-06 02:26:00	I Can't Give Everything Away
Four Tops Greatest Hits	Four Tops	2016-12-06 02:39:00	I Can't Help Myself (sugar Pie, Honey Bunch)
Def Jam Recordings	LL Cool J	2016-12-06 02:41:00	I Can't Live Without My Radio
Led Zeppelin (1)	Led Zeppelin	2016-12-06 02:50:00	I Can't Quit You Baby
Another Ticket	Eric Clapton	2016-12-06 02:56:00	I Can't Stand It
I Can't Stand The Rain	Ann Peebles	2016-12-06 03:00:00	I Can't Stand The Rain
Get Happy	Elvis Costello	2016-12-06 03:05:00	I Can't Stand Up For Falling Down
I Can't Stop	Al Green	2016-12-06 03:08:00	I Can't Stop
Next Position Please	Cheap Trick	2016-12-06 03:17:00	I Can't Take It
The Long Run	The Eagles	2016-12-06 03:20:00	I Can't Tell You Why
The Otis Redding Story (2)	Otis Redding	2016-12-06 03:25:00	I Can't Turn You Loose
Small Change	Tom Waits	2016-12-06 03:28:00	I Can't Wait To Get Off Work
Mirror Blue	Richard Thompson	2016-12-06 03:31:00	I Can't Wake Up to Save My Life
Special Beat Service	The English Beat	2016-12-06 03:34:00	I Confess
Everyday	Dave Matthews Band	2016-12-06 03:40:00	I Did It
All Things Must Pass	George Harrison	2016-12-06 03:44:00	I Dig Love
Mood Swings (best Of)	Ben Vaughn	2016-12-06 03:51:00	I Dig Your Wig
Fearless	Tim Curry	2016-12-06 03:56:00	I Do The Rock
Hello, I Must Be Going!	Phil Collins	2016-12-06 04:04:00	I Don't Care Anymore
Want One	Rufus Wainwright	2016-12-06 04:09:00	I Don't Know What It Is
The Fine Art Of Surfacing	The Boomtown Rats	2016-12-06 04:14:00	I Don't Like Mondays
Anthology	Ray Charles	2016-12-06 04:18:00	I Don't Need No Doctor
Peter Gabriel (iii)	Peter Gabriel	2016-12-06 04:21:00	I Don't Remember
Monster	R. E. M.	2016-12-06 04:25:00	I Don't Sleep I Dream
Anutha Zone	Dr. John	2016-12-06 04:28:00	I Don't Wanna Know
Rumours	Fleetwood Mac	2016-12-06 04:35:00	I Don't Want To Know
Red Dirt Girl	Emmylou Harris	2016-12-06 04:38:00	I Don't Want To Talk About It Now
This Fire	Paula Cole	2016-12-06 04:43:00	I Don't Want To Wait
The Patsy Cline Story	Patsy Cline	2016-12-06 04:48:00	I Fall To Pieces
I Feel Alright	Steve Earle	2016-12-06 04:51:00	I Feel Alright
Past Masters, Vol. 1	The Beatles	2016-12-06 04:55:00	I Feel Fine
Fresh Cream	Cream	2016-12-06 04:57:00	I Feel Free
Startime (2)	James Brown	2016-12-06 05:00:00	I Feel Good
Rumour And Sigh	Richard Thompson	2016-12-06 05:07:00	I Feel So Good
Tapestry	Carole King	2016-12-06 05:10:00	I Feel The Earth Move
I Fought The Law	The Bobby Fuller Four	2016-12-06 05:13:00	I Fought The Law
The Clash	The Clash	2016-12-06 05:15:00	I Fought The Law
Pretenders II	The Pretenders	2016-12-06 05:24:00	I Go To Sleep
The Family That Plays Together	Spirit	2016-12-06 05:28:00	I Got A Line On You
Elvis Presley	Elvis Presley	2016-12-06 05:31:00	I Got A Woman
The Birth Of Soul, Vol.2	Ray Charles	2016-12-06 05:33:00	I Got A Woman
How Will The Wolf Survive?	Los Lobos	2016-12-06 05:36:00	I Got Loaded
The Best Of...	Slim Harpo	2016-12-06 05:40:00	I Got Love If You Want It
Aja	Steely Dan	2016-12-06 05:42:00	I Got The News
True Colours	Split Enz	2016-12-06 05:47:00	I Got You
The Best Of Joe Tex	Joe Tex	2016-12-06 05:55:00	I Gotcha
Even More Nuggets - Classics From The Psychedelic Sixties, Vol. 3	The Electric Prunes	2016-12-06 05:57:00	I Had Too Much To Dream (Last Night)
Security	Peter Gabriel	2016-12-06 06:00:00	I Have The Touch
I Hear A Symphony	The Supremes	2016-12-06 06:05:00	I Hear A Symphony
Rockpile	Dave Edmunds	2016-12-06 06:07:00	I Hear You Knockin'
Cosmo's Factory	Creedence Clearwater Revival	2016-12-06 06:12:00	I Heard It Through The Grapevine
Greatest Hits	Marvin Gaye	2016-12-06 06:26:00	I Heard It Through The Grapevine
Closing Time	Tom Waits	2016-12-06 06:29:00	I Hope That I Don't Fall In Love With You
Brother To Brother	Gino Vannelli	2016-12-06 06:33:00	I Just Wanna Stop
Flowing Rivers	Andy Gibb	2016-12-06 06:36:00	I Just Want To Be Your Everything
Exile On Main Street	The Rolling Stones	2016-12-06 06:43:00	I Just Want To See His Face
Lucinda Williams	Lucinda Williams	2016-12-06 06:45:00	I Just Wanted To See You So Bad
Pet Sounds	The Beach Boys	2016-12-06 06:48:00	I Just Wasn't Made For These Times
The Scepter Records Story	Chuck Jackson	2016-12-06 06:54:00	I Keep Forgettin'
If That's What It Takes	Michael McDonald	2016-12-06 06:57:00	I Keep Forgettin'
Jill Sobule	Jill Sobule	2016-12-06 07:01:00	I Kissed a Girl
Give It Up	Bonnie Raitt	2016-12-06 07:13:00	I Know
Street Survivors	Lynyrd Skynyrd	2016-12-06 07:23:00	I Know A Little
Small Town Heroes	Hurray For The Riff Raff	2016-12-06 07:26:00	I Know It's Wrong (But That's Alright)
Pet Sounds	The Beach Boys	2016-12-06 07:29:00	I Know There's An Answer
Wasn't Tomorrow Wonderful	The Waitresses	2016-12-06 07:32:00	I Know What Boys Like
Selling England By The Pound	Genesis	2016-12-06 07:35:00	I Know What I Like
Var - James Brown's Funky People, Pt. 2	Bobby Byrd	2016-12-06 07:42:00	I Know You Got Soul
Tony Bennett: All-time Greatest Hits	Tony Bennett	2016-12-06 07:53:00	I Left My Heart In San Francisco
Sonia Dada	Sonia Dada	2016-12-06 08:00:00	I Live Alone
Songs Of The Free	Gang Of Four	2016-12-06 08:09:00	I Love A Man In Uniform
Family Reunion	The O'Jays	2016-12-06 08:14:00	I Love Music
The Best Of Thomas Dolby	Thomas Dolby	2016-12-06 08:26:00	I Love You Goodbye
New Sensations	Lou Reed	2016-12-06 08:40:00	I Love You Suzanne
Anthology	Nina Simone	2016-12-06 08:44:00	I Loves You Porgy
Let It Be	The Beatles	2016-12-06 08:48:00	I Me Mine
After The Snow	Modern English	2016-12-06 08:53:00	I Melt With You
Nouvelle Vague	Nouvelle Vague	2016-12-06 08:57:00	I Melt With You
The Whole Love	Wilco	2016-12-06 09:02:00	I Might
Lovers In The City	Tanita Tikaram	2016-12-06 09:05:00	I Might Be Crying
Amnesiac	Radiohead	2016-12-06 09:09:00	I Might Be Wrong
Rumour And Sigh	Richard Thompson	2016-12-06 09:16:00	I Misunderstood
A.M.	Wilco	2016-12-06 09:20:00	I Must Be High
Radio	LL Cool J	2016-12-06 09:23:00	I Need A Beat
I Need A Dollar (How To Make It In America) - EP	Aloe Blacc	2016-12-06 09:27:00	I Need A Dollar (How To Make It In America)
Shakedown Street	Grateful Dead	2016-12-06 09:37:00	I Need A Miracle
Bad	LL Cool J	2016-12-06 09:41:00	I Need Love
The Acoustic Motorbike	Luka Bloom	2016-12-06 09:46:00	I Need Love
Help!	The Beatles	2016-12-06 10:03:00	I Need You
Make Do With What You Got	Solomon Burke	2016-12-06 10:05:00	I Need Your Love In My Life
I Never Loved A Man The Way I Love You	Aretha Franklin	2016-12-06 10:10:00	I Never Loved a Man (The Way I Love You)
Flamingo Serenade	The Flamingos	2016-12-06 10:13:00	I Only Have Eyes For You
(single)	Dusty Springfield	2016-12-06 10:17:00	I Only Want To Be With You
Two Steps From The Blues	"Bobby ""Blue"" Bland"	2016-12-06 10:19:00	I Pity The Fool
Voodoo Jive: The Best Of Screamin' Jay Hawkins	Screamin' Jay Hawkins	2016-12-06 10:22:00	I Put A Spell On You
